title,mileage,price,location,link,date_scraped
2011 Toyota camry LE Sedan 4D,210K miles,"$3,500","Idaho Falls, ID",www.facebook.com/marketplace/item/729881168700453/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2011 Chrysler 200 Limited Sedan 4D,117K miles · Dealership,"$5,800","Rexburg, ID",www.facebook.com/marketplace/item/820952902334776/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2002 Honda cr-v,160K miles,"$4,500","Idaho Falls, ID",www.facebook.com/marketplace/item/557694626460958/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Chevrolet malibu LTZ Sedan 4D,136K miles,"$8,750","Pocatello, ID",www.facebook.com/marketplace/item/1487368381993690/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1999 Nissan altima Other,103K miles,"$2,600","Miami, FL",www.facebook.com/marketplace/item/1556065198220831/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
,,"$1,500","Miami, FL",www.facebook.com/marketplace/item/1074121989949592/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2010 Nissan maxima S Sedan 4D,143K miles,"$4,500","Miami, FL",www.facebook.com/marketplace/item/886659505891235/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Ford taurus Limited Sedan 4D,148K miles,Free,"Miami, FL",www.facebook.com/marketplace/item/2472596549554620/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Hyundai sonata Limited Sedan 4D,85K miles,"$9,000","Miami, FL",www.facebook.com/marketplace/item/1385654032270656/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2019 Honda civic EX Coupe 2D,15K miles,"$5,000","Miami, FL",www.facebook.com/marketplace/item/1621474214985585/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2020 Chevrolet malibu LT,43K miles,"$1,000","Miami, FL",www.facebook.com/marketplace/item/1872009973138332/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2009 Hyundai sonata Limited Sedan 4D,1.2K miles,"$2,900","Miami, FL",www.facebook.com/marketplace/item/553853350127771/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2018 Honda accord EX Sedan 4D,38K miles,"$5,000","Miami, FL",www.facebook.com/marketplace/item/962790881797703/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2021 Nissan altima sv,34K miles,"$1,000","Miami, FL",www.facebook.com/marketplace/item/672603807729309/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2019 Chevrolet malibu LT Sedan 4D,99K miles,"$1,500","Miami, FL",www.facebook.com/marketplace/item/6773047952711444/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2023 Honda hr-v,300 miles,"$3,000","Miami, FL",www.facebook.com/marketplace/item/595603458672507/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Nissan maxima S Sedan 4D,76K miles,"$8,500","Miami, FL",www.facebook.com/marketplace/item/562844532572367/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2004 Honda cr-v,160K miles,"$1,000","Miami, FL",www.facebook.com/marketplace/item/1581443925629870/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2010 Toyota prius I Hatchback 4D,125K miles,"$3,500","Miami, FL",www.facebook.com/marketplace/item/865104111515484/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2008 Honda accord LX Sedan 4D,130K miles,"$1,200","Miami, FL",www.facebook.com/marketplace/item/674404317436421/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2004 Mazda mazda6,165K miles,"$2,400","Miami, FL",www.facebook.com/marketplace/item/1208963359733138/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2008 Nissan altima 2.5 S Coupe 2D,180K miles,"$2,400","Miami, FL",www.facebook.com/marketplace/item/1071927417541874/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2011 BMW series 3,90K miles,"$7,200","Miami, FL",www.facebook.com/marketplace/item/913872319962954/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2020 Kia optima EX Sedan 4D,72K miles,"$2,000","Miami, FL",www.facebook.com/marketplace/item/3545540749102754/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2011 Toyota 4runner Limited Sport Utility 4D,13K miles · Dealership,"$14,500","Miami, FL",www.facebook.com/marketplace/item/611827080769177/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 Honda accord,150K miles,"$1,900","Miami, FL",www.facebook.com/marketplace/item/1236372923950139/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2021 Toyota corolla,49K miles,"$1,000","Miami, FL",www.facebook.com/marketplace/item/1556087608151443/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2011 Kia forte EX Sedan 4D,12K miles,"$3,400","Miami, FL",www.facebook.com/marketplace/item/892643125402395/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2018 Nissan versa S Sedan 4D,1.1K miles,"$5,800","Miami, FL",www.facebook.com/marketplace/item/1161888011135325/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Ford fusion SE Sedan 4D,130K miles,"$2,000","Miami, FL",www.facebook.com/marketplace/item/1670507353379424/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Chrysler 200C Sedan 4D,999 miles,"$2,000","Miami, FL",www.facebook.com/marketplace/item/502923005297992/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2018 Hyundai elantra,300 miles,$400,"Miami, FL",www.facebook.com/marketplace/item/635747557912985/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Hyundai sonata,103K miles,"$7,499","Miami, FL",www.facebook.com/marketplace/item/6318594974872430/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 Ford taurus,98K miles,"$1,700","Miami, FL",www.facebook.com/marketplace/item/1033407260950474/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Hyundai sonata,99K miles,"$2,000","Miami, FL",www.facebook.com/marketplace/item/735985004136916/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2016 Infiniti q50 2.0t Premium Sedan 4D,86K miles,"$10,000","Miami, FL",www.facebook.com/marketplace/item/1715538652196193/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2018 Nissan rogue Other,53K miles,"$2,000","Miami, FL",www.facebook.com/marketplace/item/1423790368156229/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2009 Mercedes-Benz c-class,13K miles,"$4,800","Miami, FL",www.facebook.com/marketplace/item/1011938749767157/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 Chrysler pt cruiser Sedan,72K miles,"$2,500","Miami, FL",www.facebook.com/marketplace/item/880686123184444/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2004 Lincoln tonw cars signature,129K miles,"$2,600","Miami, FL",www.facebook.com/marketplace/item/1539832436503922/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Chevrolet malibu LT Sedan 4D,92K miles,"$1,500","Miami, FL",www.facebook.com/marketplace/item/767651201423000/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2021 Toyota prius,10K miles,"$3,500","Miami, FL",www.facebook.com/marketplace/item/105957462386700/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Ford fusion,158K miles,"$5,800","Miami, FL",www.facebook.com/marketplace/item/461963806107737/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2010 Nissan sentra s,117K miles,"$2,000","Miami, FL",www.facebook.com/marketplace/item/746831876974237/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2018 Nissan versa SV Sedan 4D,11K miles,"$6,200","Miami, FL",www.facebook.com/marketplace/item/1127299574624896/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Chevrolet camaro LT Convertible 2D,110K miles,"$1,800","Miami, FL",www.facebook.com/marketplace/item/412317661088015/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2019 Chevrolet trax LT Sport Utility 4D,36K miles,"$1,000","Miami, FL",www.facebook.com/marketplace/item/1239834686745651/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
,,Free,"Miami, FL",www.facebook.com/marketplace/item/897810058043130/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2018 Infiniti q50,47K miles,"$3,000","Miami, FL",www.facebook.com/marketplace/item/541658994652471/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1994 Chevrolet camaro Convertible 2D,179K miles,"$2,000","Pocatello, ID",www.facebook.com/marketplace/item/1257907088185948/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2005 Audi a4 2.0T Quattro Sedan 4D,191K miles,"$1,500","Twin Falls, ID",www.facebook.com/marketplace/item/740838017424559/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2005 Buick lesabre Custom Sedan 4D,177K miles,"$1,000","Pocatello, ID",www.facebook.com/marketplace/item/1948093042199360/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2012 Ford fusion,119K miles,"$5,995","Idaho Falls, ID",www.facebook.com/marketplace/item/1520994111717835/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2009 Honda accord EX-L Sedan 4D,146K miles,"$7,000","Idaho Falls, ID",www.facebook.com/marketplace/item/199876602634116/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2016 Subaru legacy 2.5i Premium Sedan 4D,84K miles · Dealership,"$11,500","Rexburg, ID",www.facebook.com/marketplace/item/5868410913225437/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2011 Toyota sienna le fwd,187K miles · Dealership,"$6,950","Idaho Falls, ID",www.facebook.com/marketplace/item/524139359790140/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2017 Chevrolet malibu Premier Sedan 4D,122K miles,"$10,995","Pocatello, ID",www.facebook.com/marketplace/item/2166457033527027/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2010 Ford taurus SHO Sedan 4D,128K miles,"$6,000","Twin Falls, ID",www.facebook.com/marketplace/item/199459729338626/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1999 Honda cr-v EX Sport Utility 4D,198K miles,"$3,800","Idaho Falls, ID",www.facebook.com/marketplace/item/613871987416678/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2000 Honda civic LX Sedan 4D,221K miles,"$1,800","Pocatello, ID",www.facebook.com/marketplace/item/1559156894564595/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2010 Toyota prius IV Hatchback 4D,125K miles,"$9,500","Rexburg, ID",www.facebook.com/marketplace/item/1320413638710657/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1988 Toyota celica GT Convertible 2D,141K miles,"$8,000","Salt Lake City, UT",www.facebook.com/marketplace/item/1214453136109212/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2009 Audi a4 2.0T Quattro Special Edition Cabriolet 2D,95K miles,"$5,990","Salt Lake City, UT",www.facebook.com/marketplace/item/1681853622217191/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
Car Keys... And  Programming of cars,,$4,"Ammon, ID",www.facebook.com/marketplace/item/536672221652187/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2001 Chevrolet corvette,91K miles,"$13,999","Idaho Falls, ID",www.facebook.com/marketplace/item/771667378009638/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 Volkswagen passat 2.0T Wagon 4D,159K miles,"$4,500","Jackson, WY",www.facebook.com/marketplace/item/868289727618414/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2017 Jeep grand cherokee,113K miles,"$19,393","Idaho Falls, ID",www.facebook.com/marketplace/item/740411354316781/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2005 Mazda mazda6,179K miles,"$3,000","Salt Lake City, UT",www.facebook.com/marketplace/item/1572832256561665/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2005 Mazda rx-8 Coupe 4D,96K miles,"$3,500","Idaho Falls, ID",www.facebook.com/marketplace/item/607844891144117/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1999 Toyota camry CE Sedan 4D,214K miles,"$1,200","Idaho Falls, ID",www.facebook.com/marketplace/item/703454354607972/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2013 Ford fusion SE Sedan 4D,153K miles,"$5,800","Logan, UT",www.facebook.com/marketplace/item/946893533355125/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Ford focus,30K miles,"$10,495","Boise, ID",www.facebook.com/marketplace/item/930100091521845/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2009 Cadillac sts Sedan 4D,75K miles,"$12,995","Blackfoot, ID",www.facebook.com/marketplace/item/726985608869342/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Volkswagen passat 1.8T SE Sedan 4D,147K miles,"$7,800","Rexburg, ID",www.facebook.com/marketplace/item/2229572357214922/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2005 MINI cooper S Hatchback 2D,155K miles,"$5,500","Idaho Falls, ID",www.facebook.com/marketplace/item/901756777642130/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Kia soul ! Wagon 4D,58K miles,"$8,995","Rigby, ID",www.facebook.com/marketplace/item/540137791544744/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2003 Pontiac grand prix,186K miles,"$1,500","Blackfoot, ID",www.facebook.com/marketplace/item/2661395284002449/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2010 Nissan murano LE Sport Utility 4D,181K miles,"$3,250","Sandy, UT",www.facebook.com/marketplace/item/1833493153700160/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2004 Subaru impreza WRX Sport Wagon 4D,171K miles,"$1,234","Rock Springs, WY",www.facebook.com/marketplace/item/3284324155118502/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2018 Dodge challenger R/T Coupe 2D,61K miles,"$3,200","Lehi, UT",www.facebook.com/marketplace/item/229616952882934/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2005 Mazda mazda3,170K miles,"$1,800","American Falls, ID",www.facebook.com/marketplace/item/1214948036124563/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2013 Chevrolet impala LTZ Sedan 4D,106K miles,"$9,000","Idaho Falls, ID",www.facebook.com/marketplace/item/552149976710413/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1999 Honda civic EX Coupe 2D,209K miles,"$3,000","Pocatello, ID",www.facebook.com/marketplace/item/685837163321591/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2009 Dodge charger,179K miles,"$4,000","Pocatello, ID",www.facebook.com/marketplace/item/547843420638753/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1989 Honda civic CX Hatchback 2D,300 miles,"$2,999","Laurel, MT",www.facebook.com/marketplace/item/529331039063709/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2019 Honda fit LX,36K miles · Dealership,"$14,500","Rexburg, ID",www.facebook.com/marketplace/item/5544728675633779/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2010 Audi a4 2.0T Quattro Premium Sedan 4D,130K miles,"$6,800","Salt Lake City, UT",www.facebook.com/marketplace/item/3127725224189003/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2005 Nissan altima,78K miles,"$4,900","Boise, ID",www.facebook.com/marketplace/item/945122296925545/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2001 Honda accord LX Coupe 2D,199K miles,"$1,000","Pocatello, ID",www.facebook.com/marketplace/item/585296523165827/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1995 Honda civic LX Sedan 4D,170K miles,"$1,300","Tremonton, UT",www.facebook.com/marketplace/item/1179532866036378/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1983 Cadillac eldorado Coupe 2D,38K miles,"$2,500","Blackfoot, ID",www.facebook.com/marketplace/item/871960377458082/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2009 Subaru forester X Sport Utility 4D,120K miles,"$7,400","Rexburg, ID",www.facebook.com/marketplace/item/1236875813872504/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2016 Lexus gs350 F Sport AWD,96K miles,"$24,995","Rexburg, ID",www.facebook.com/marketplace/item/601725721289929/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2001 Volkswagen jetta,203K miles,"$1,200","Blackfoot, ID",www.facebook.com/marketplace/item/252718597083530/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2005 MINI cooper,152K miles,"$3,650","American Falls, ID",www.facebook.com/marketplace/item/500015335431316/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2001 Nissan sentra SE Sedan 4D,173K miles,$750,"Ennis, MT",www.facebook.com/marketplace/item/537804645159391/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2016 GMC yukon Denali Sport Utility 4D,62K miles,"$29,800","Aberdeen, ID",www.facebook.com/marketplace/item/918521199302157/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2002 Subaru impreza WRX Sport Wagon 4D,73K miles,"$7,500","Rigby, ID",www.facebook.com/marketplace/item/940232280681547/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2016 Acura tlx 2.4 Sedan 4D,92K miles,"$19,495","Rexburg, ID",www.facebook.com/marketplace/item/5854460204672421/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Infiniti q50 3.7 Premium Sedan 4D,61K miles,"$15,500","Clearfield, UT",www.facebook.com/marketplace/item/556731989734753/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2002 Ford mustang Premium Convertible 2D,112K miles,  · ,"Twin Falls, ID",www.facebook.com/marketplace/item/1402719887134896/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2019 Honda civic LX Sedan 4D,42K miles,"$22,495","Rexburg, ID",www.facebook.com/marketplace/item/1395137757692683/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2013 Subaru impreza WRX Limited Sedan 4D,90K miles,"$7,500","Pocatello, ID",www.facebook.com/marketplace/item/1562096557568561/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1992 Mercedes-Benz 500sel Sedan 4D,200K miles,"$2,800","Idaho Falls, ID",www.facebook.com/marketplace/item/870787664225083/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2009 Subaru impreza Outback Sport Wagon 4D,141K miles,"$3,000","Burley, ID",www.facebook.com/marketplace/item/9282479328432412/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2013 Subaru impreza WRX Premium Sport Wagon 4D,79K miles,"$17,750","Rexburg, ID",www.facebook.com/marketplace/item/1218795412319441/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2000 Jeep cherokee Limited Sport Utility 4D,275K miles,"$8,000","Rexburg, ID",www.facebook.com/marketplace/item/533238665607682/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1991 Subaru legacy,260K miles,"$1,000","Pocatello, ID",www.facebook.com/marketplace/item/1447508202721729/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2020 Subaru wrx Premium,96K miles · Dealership,"$16,999","Rexburg, ID",www.facebook.com/marketplace/item/1363114700927643/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
diecast muscle machine cars,,$40,"Lewisville, ID",www.facebook.com/marketplace/item/554691029961551/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1991 Mazda mx-5 miata Convertible 2D,150K miles,"$1,500","West Haven, UT",www.facebook.com/marketplace/item/750459363311928/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2004 Ford focus,141K miles,"$1,080","Rexburg, ID",www.facebook.com/marketplace/item/582069143811150/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2018 Kia optima LX Sedan 4D,114K miles,"$12,500","Idaho Falls, ID",www.facebook.com/marketplace/item/640115681210272/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2006 Chrysler 300C Sedan 4D,98K miles,$900,"Pocatello, ID",www.facebook.com/marketplace/item/549337643823065/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2000 Ford ranger Pickup 2D,147K miles,"$4,300","Syracuse, UT",www.facebook.com/marketplace/item/729655815236033/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2008 Mazda mazda3 MAZDASPEED3 Grand Touring Hatchback 4D,125K miles,"$3,000","Idaho Falls, ID",www.facebook.com/marketplace/item/497760015615491/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Toyota sienna SE Minivan 4D,128K miles,"$18,600","Rexburg, ID",www.facebook.com/marketplace/item/863211008222103/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2023 Cadillac ct5 Sport,300 miles,"$54,055","Rexburg, ID",www.facebook.com/marketplace/item/192957973333370/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
Traxxas RC,,$1,"Idaho Falls, ID",www.facebook.com/marketplace/item/1542833789513514/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2004 Ford mustang Deluxe Convertible 2D,160K miles,"$3,900","Idaho Falls, ID",www.facebook.com/marketplace/item/581172203890752/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2012 Scion Hatchback Coupe 2D,109K miles,"$8,000","Idaho Falls, ID",www.facebook.com/marketplace/item/457512109806888/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Ford taurus,113K miles,"$8,000","Idaho Falls, ID",www.facebook.com/marketplace/item/6150718781627707/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2002 Honda civic LX Sedan 4D,200K miles,"$2,430","Idaho Falls, ID",www.facebook.com/marketplace/item/1370544340406445/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2012 Honda accord EX-L Sedan 4D,200K miles,"$8,500","Rigby, ID",www.facebook.com/marketplace/item/3446048069007662/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2004 Honda element EX Sport Utility 4D,207K miles,"$4,500","Blackfoot, ID",www.facebook.com/marketplace/item/574160081015367/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2013 Hyundai sonata GLS Sedan 4D,3K miles,"$7,999","Idaho Falls, ID",www.facebook.com/marketplace/item/2950561405239971/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 Honda pilot EX-L Sport Utility 4D,159K miles,"$7,599","Pocatello, ID",www.facebook.com/marketplace/item/587338876625541/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2004 Mitsubishi galant GTS Sedan 4D,179K miles,"$3,200","Pocatello, ID",www.facebook.com/marketplace/item/758154769009656/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2010 Ford fusion SE Sedan 4D,155K miles,"$5,500","Idaho Falls, ID",www.facebook.com/marketplace/item/772090423868417/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2008 MINI clubman Cooper S Hatchback 3D,131K miles,"$5,700","Rexburg, ID",www.facebook.com/marketplace/item/972756683704411/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2008 Chevrolet malibu LS Sedan 4D,147K miles,"$2,500","Pocatello, ID",www.facebook.com/marketplace/item/1563845644085191/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 Nissan sentra S Sedan 4D,158K miles,"$4,000","Ashton, ID",www.facebook.com/marketplace/item/585721126391809/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2012 Hyundai sonata Hybrid Sedan 4D,140K miles,"$8,200","Rexburg, ID",www.facebook.com/marketplace/item/3457108857893466/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Ford taurus,62K miles,"$8,400","Springville, UT",www.facebook.com/marketplace/item/865553694746030/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2011 Toyota rav4,136K miles,"$12,000","Rexburg, ID",www.facebook.com/marketplace/item/546360113656532/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Ram,,"$15,993","Idaho Falls, ID",www.facebook.com/marketplace/item/1399660277443291/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2016 Jeep grand cherokee,115K miles,"$18,993","Idaho Falls, ID",www.facebook.com/marketplace/item/518382383516042/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1997 Nissan altima,85K miles,"$4,500","Idaho Falls, ID",www.facebook.com/marketplace/item/3461139020788748/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2012 Kia sorento Sport Utility 4D,131K miles,"$7,963","Idaho Falls, ID",www.facebook.com/marketplace/item/566189138904907/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2017 Jaguar f-pace S Sport Utility 4D,62K miles,"$24,500","Pocatello, ID",www.facebook.com/marketplace/item/874575907150357/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2008 Hyundai elantra,150K miles,"$3,000","Twin Falls, ID",www.facebook.com/marketplace/item/2124642104412498/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
